name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
"YELDEGIRMENI PRIVATEROOM/couple, friends or single",Aşkın,Kadikoy,40.99753,29.02878,Private room,95,2,8,1.33,175
In Istanbul ein Zimmer mit Meeresblick,Nurcan,Maltepe,40.9509,29.10189,Private room,79,1,1,0.37,178
Nişantaşı Apartment big with balcony and central,Pinar,Sisli,41.05096,28.98997,Private room,74,3,2,0.28,348
Taksim Cihangir / Blue Flat,İdil,Beyoglu,41.03344,28.98679,Private room,169,1,9,1.69,318
5 min. to Taksim.. Full Furnished Room,Ümit,Sisli,41.04176,28.9856,Private room,63,1,1,0.17,262
Luxury Terrace  Flat with 2 Bedrooms at Taksim,Tugce,Beyoglu,41.03099,28.98833,Entire home/apt,369,2,15,2.14,0
Yarenler Family flats (1+1 luxery flats) &Balcony,Alican,Fatih,41.00298,28.97774,Entire home/apt,411,2,6,0.91,226
İstanbul Birden fazla bölümden oluşan bina,Osman,Sultangazi,41.09786,28.90821,Entire home/apt,100,3,1,0.16,89
Special room at Cihangir center.,Ahmet,Beyoglu,41.03314,28.98432,Private room,74,1,5,0.74,90
1+1 AİLE SUİTE,Isa,Esenyurt,41.02213,28.6848,Private room,132,1,1,0.17,365
Luxury King Rooms,Arzu,Beyoglu,41.02744,28.97362,Private room,211,1,26,3.8,280
Historical and cozy apartment in the city center,Doğa,Sisli,41.0496,28.98202,Private room,84,2,1,0.17,88
Cihangir dublex terrace with sea view,Orçun,Beyoglu,41.03211,28.98723,Entire home/apt,654,1,3,0.46,179
AĞAOĞLU MASLAK (Phone number hidden by Airbnb) TERASLI LUXURY DAİRE,Kadir,Sisli,41.11861,29.01058,Entire home/apt,1160,1,1,0.42,365
Retro Guest House :),Can,Besiktas,41.04641,29.00058,Entire home/apt,179,2,3,0.48,21
"Greek timber house Princes' Isles, Istanbul",Stein-Gunnar,Adalar,40.87355,29.13169,Entire home/apt,490,2,5,0.82,172
GALATA'da Fotoğraf Stüdyosu LOFT 200 metrekare Ev,Baybars,Beyoglu,41.02841,28.97344,Entire home/apt,591,3,20,3.53,239
Great Studios In the Heart Of Taksim,İlkan,Beyoglu,41.03495,28.97491,Private room,132,1,12,1.67,339
A sweet sea view house in KInalıada,Eylül,Adalar,40.90765,29.05153,Entire home/apt,169,1,14,2.02,86
Autumn island escape with stunning views,Elisabeth,Adalar,40.90619,29.05294,Entire home/apt,216,2,11,1.66,0
Full White/High Ceiling Historic Apt. in Beyoglu,Cihan,Beyoglu,41.03426,28.97368,Private room,84,1,1,0.22,89
Central Apartment in taksim,Enis,Beyoglu,41.03713,28.97517,Private room,79,2,14,2.05,177
Bright Room at Abbasaga,Tolga,Besiktas,41.04759,29.00635,Private room,127,2,22,3.32,90
Yeniyol House,Rumah,Fatih,41.01222,28.95003,Private room,285,1,2,0.31,0
Central apartment in taksim,Enis,Beyoglu,41.03585,28.97693,Private room,100,2,5,0.85,268
Private Ensuite Room at Hush Hostel Lounge,Ibrahim,Kadikoy,40.99505,29.02737,Entire home/apt,190,1,3,0.43,0
Single room in middle of taksim City,Eylül,Beyoglu,41.03517,28.98443,Private room,105,2,16,2.35,365
"Great Location, Great View, Lovely Room",Hasibe,Fatih,41.02096,28.94169,Private room,179,1,1,0.16,365
Central Studio w Kitchenette in Galata,Özgür,Beyoglu,41.0275,28.97912,Entire home/apt,190,3,15,2.2,41
Sultanahmet'te  5 Kişilik Superior Sudio,Bulent,Fatih,41.00385,28.97171,Entire home/apt,327,1,1,0.15,365
CHARMING BRICK & TASTEFUL VİEW @ HEART OF ISTANBUL,Roda&Chiko,Beyoglu,41.02642,28.97306,Entire home/apt,791,3,27,4.94,312
LONG STAY ISTANBUL,Gokmen,Beyoglu,41.03883,28.98191,Entire home/apt,337,2,6,1.11,269
In the vivid streets of Beyoğlu,Aylin,Beyoglu,41.03354,28.98084,Entire home/apt,248,2,5,0.84,288
Grand hope suit,Geylani,Bakirkoy,40.99124,28.84429,Private room,200,1,1,0.59,365
Central Cozy apartment (Women Only) Near Metro.,Sahar,Sisli,41.05407,28.98675,Private room,105,1,2,0.3,88
Rezidans konforu ve güveniyle İstanbul'u yaşamak.,R.Gökcan,Maltepe,40.91273,29.15477,Entire home/apt,200,1,1,0.15,362
Peaceful and quiet place in Cihangir,Yagmur,Beyoglu,41.03103,28.98026,Entire home/apt,269,1,7,1.05,330
Sweet home in Cihangir,Eda,Beyoglu,41.03299,28.98856,Entire home/apt,148,1,5,0.74,180
"Stylish, Cosy and Luxurious Flat in Nisantasi",Ece Gunes,Sisli,41.0518,28.98962,Entire home/apt,422,2,11,1.88,315
İn Golden Horn Apartment,İsmail,Beyoglu,41.05351,28.94489,Entire home/apt,395,2,1,0.25,108
Cozy and Central room in Kadikoy,Anıl,Kadikoy,40.99295,29.02703,Private room,69,1,2,0.39,89
close to Cevahir Shopping centre dublex apartmant,Rüzgar,Sisli,41.05834,28.99205,Entire home/apt,675,2,3,0.74,263
SPACIOUS 3BR FLAT w/SEA VIEW NEAR GALATA TOWER,Catherine&Ahmet,Beyoglu,41.02576,28.97335,Entire home/apt,554,2,25,3.99,338
Large Room at Kurtuluş,Pınar,Sisli,41.05149,28.97981,Private room,100,1,1,0.16,364
*Lovely Apart at heart of istiklal/Taksim.Weoffer.,Iz'an,Beyoglu,41.03666,28.9786,Entire home/apt,79,3,16,2.73,74
Apartment with 2 bedrooms in the center,Seçil,Sisli,41.05978,28.99078,Entire home/apt,158,2,4,0.59,364
Room for cihangir...,Aytuğ,Beyoglu,41.03495,28.98613,Private room,95,1,4,0.61,365
The Blue Room - Comfy room in central Beşiktaş,Miki,Besiktas,41.04482,28.9984,Private room,105,1,4,0.63,118
(new design coming soon)15 min to Ataturk airport,Emre,Zeytinburnu,41.00302,28.90705,Entire home/apt,216,2,2,0.34,365
Penthouse apartment nearby Balat and Pierre Loti,Latmos,Eyup,41.04191,28.93288,Private room,79,2,1,1.0,78
Private House in Central of Istanbul,Ugur,Besiktas,41.05563,29.00591,Entire home/apt,100,2,1,0.19,180
Cozy room,Berrak,Beyoglu,41.03423,28.98609,Private room,100,1,2,0.38,0
Mephisto Apartment1,MepHouse,Besiktas,41.04451,29.00596,Private room,179,2,12,1.96,48
Designer Loft In Galata,Jordan,Beyoglu,41.02784,28.97455,Entire home/apt,791,4,8,1.19,180
Luxury residence with security next to Ulker Arena,Burcu,Atasehir,40.99229,29.10559,Entire home/apt,269,3,5,0.75,171
A Colorful & Peaceful Place For Guests,Atilla,Sisli,41.06972,28.9976,Private room,100,1,4,0.59,90
Heart of istanbul,Nihat,Beyoglu,41.0379,28.97579,Private room,95,3,5,0.83,365
Nice central flat with terrace and balcony,Fatih,Sisli,41.04271,28.98638,Entire home/apt,200,3,4,0.63,354
Private room in the heart of Istanbul,Erkin,Sisli,41.05985,28.98505,Private room,63,1,2,2.0,357
Welcome Home / Eve hoşgeldin! // Kurtuluş,Berkay Yahya,Sisli,41.04713,28.98033,Entire home/apt,148,2,3,1.15,342
"At the center of istanbul, bomonti. 2 bedroom apt",Joelle,Sisli,41.05712,28.98347,Entire home/apt,232,2,4,0.67,90
Beyoğlu,Deniz,Beyoglu,41.0341,28.9848,Entire home/apt,195,1,2,0.28,365
Lush green panoramic room in villa near İstanbul 1,F.Inci,Cekmekoy,41.07772,29.25332,Private room,105,5,1,0.64,269
Cozy and cute apartment in Cihangir,Defne,Beyoglu,41.03126,28.98425,Entire home/apt,422,2,7,1.05,360
Beautiful room in Bostancı Flat,Yusuf,Kadikoy,40.95391,29.09533,Private room,63,2,5,1.17,177
Comfortable Modern 5-Star Apartment .,Ahmed,Gaziosmanpasa,41.05898,28.92189,Entire home/apt,390,1,17,2.56,163
Sparkle of Syrian Passage on Istiklal Street,Cengo,Beyoglu,41.03062,28.9756,Entire home/apt,359,2,12,2.22,356
Apartment in Besiktas,Tolgahan,Besiktas,41.05339,29.00266,Entire home/apt,248,2,2,0.32,1
"İstanbul Airport 8 minute. 
Havaalanı 8 dakika.",Volkan,Bahcelievler,41.00832,28.82395,Entire home/apt,237,2,11,1.68,170
Ortaköy cami ve sahile 3 dk yürüme mesafesinde,Hamza,Besiktas,41.05035,29.0251,Entire home/apt,422,1,1,0.14,170
"Smart, Clean, Cosy stay in Center:Feel own house",Gökhan,Beyoglu,41.03181,28.98036,Entire home/apt,211,2,23,4.01,148
Safe and Modern Flats W Terrace @ Taksim No:3,Emre,Beyoglu,41.03226,28.97612,Entire home/apt,211,3,6,0.98,288
Cheap way to stay at center of İstanbul,Berkay,Beyoglu,41.03182,28.98702,Shared room,79,3,28,4.04,84
SEMSAN HOTEL,Huseyin,Sisli,41.05386,28.9963,Private room,237,1,1,0.16,180
Barlar Sokagi'nda keyifli bir daire...,Aylin,Kadikoy,40.96622,29.06596,Entire home/apt,179,1,14,2.09,126
"Large, comfortable house in the center of Istanbul",Meriç,Beyoglu,41.03006,28.98335,Entire home/apt,200,1,13,1.99,69
İstanbul-Altunizade’de kiralık oda. tek ve çok gün,Mehdi,Uskudar,41.01608,29.05091,Private room,90,1,1,0.15,89
City Center - Luxury  Rooms,Pinar,Beyoglu,41.04569,28.94882,Private room,316,1,11,2.77,358
Cosy and central apartment with garden in Cihangir,Gulben,Beyoglu,41.03197,28.98645,Entire home/apt,279,2,7,1.75,218
KINALIADA'DA DENİZ MANZARALI ŞİRİN BİR EV,Nilüfer,Adalar,40.90614,29.05401,Entire home/apt,169,1,11,1.98,180
Veta Suite 1+1,Tanju,Besiktas,41.04369,29.00434,Entire home/apt,179,1,6,0.99,363
Entire apt perfect location,Gizem,Besiktas,41.07453,29.0174,Entire home/apt,216,1,12,1.83,42
"Cozy flat, lovely balcony very central",Ufuk,Beyoglu,41.03415,28.9818,Entire home/apt,237,3,9,1.42,257
Mirror Apartment in the Heart of the City,Hasan,Beyoglu,41.03134,28.98047,Entire home/apt,269,2,33,4.83,323
Nostalgic Apartment Near Cihangir-Taksim #1,Hasan,Beyoglu,41.03308,28.9816,Entire home/apt,221,2,38,5.53,301
cozy apartment Firuzaga,Eda,Beyoglu,41.0321,28.98057,Entire home/apt,148,2,5,0.76,362
**Best sea view** with Jakuzi #1 location,Sourena,Beyoglu,41.03155,28.98914,Entire home/apt,627,2,3,0.48,365
"CENTRAL, PRIVATE, SPACIOUS FLAT, 5 MIN TO METRO",Jade Cemre,Sisli,41.04796,28.98373,Entire home/apt,158,7,9,1.43,32
Old Ottoman Greek House in Old Town,Mehmet,Beyoglu,41.02849,28.97823,Entire home/apt,148,2,18,2.95,264
Apartment in Istanbul with amazing view,Cemre,Uskudar,41.02392,29.02059,Entire home/apt,322,2,10,1.57,58
NEAR TAKSİM SQUARE &  İSTİKLAL STREET (1+1 SUİTE),Atilla,Sisli,41.04584,28.98356,Entire home/apt,163,2,3,1.11,179
THE WHOLE FLAT IN THE CITY CENTER ;),Irwanto,Beyoglu,41.04064,28.98047,Entire home/apt,148,3,6,1.13,180
Taksim apartment fully furnitured,Mohamad,Beyoglu,41.03946,28.98377,Entire home/apt,654,3,1,0.21,365
Mephisto Apartment,MepHouse,Besiktas,41.04285,29.00549,Private room,179,2,13,2.11,48
Teras Büyükada,Sefer Erol,Adalar,40.87437,29.1289,Private room,200,1,1,0.17,179
Cozy apartment in the center of Kadıkoy,Nevra,Kadikoy,40.99552,29.02567,Private room,174,3,5,0.75,354
vintage room at moda. Free big space for yoga:),Süheyl,Kadikoy,40.98449,29.02682,Private room,100,3,8,1.18,335
Private Double Bed Room for 2. Close to Airport!,Alhagie,Bahcelievler,40.99327,28.8513,Private room,84,1,10,1.6,81
Authentic & Stylish Apartment in Galata,Cagri,Beyoglu,41.02645,28.97147,Entire home/apt,427,2,4,0.61,83
Cozy/Best Located/Comfortable Flat,Özge,Besiktas,41.04444,29.00292,Entire home/apt,163,7,2,0.38,347
Cihangirin kalbinde,Jülide,Beyoglu,41.03384,28.98582,Entire home/apt,348,1,12,1.75,354
Cental and Comfortable Rooftop with Terrace,Atilla,Kadikoy,40.99489,29.0295,Entire home/apt,47,2,13,2.05,64
Ataşehir'e 5 dk Rezidens'te Çatı Katı,Aslı,Umraniye,41.00089,29.14113,Entire home/apt,174,5,3,0.55,363
Istanbul Multi-unit building / Residence,Muammer,Kagithane,41.0836,28.98891,Entire home/apt,121,1,3,0.45,365
Female Only Apartment Kadiköy Istanbul,Katherine,Kadikoy,40.9923,29.03175,Private room,158,1,5,0.93,254
COMFORTABLE BOUTIQUE HOUSE,Esra,Fatih,41.03068,28.94054,Entire home/apt,158,3,12,2.2,243
Dublex Ferienwohnung Istanbul mit Meeresblick,Aynur,Beyoglu,41.04192,28.95026,Entire home/apt,211,2,3,1.07,363
Magical spot in the greenest part of Istanbul,Natalie,Sariyer,41.14095,29.0373,Entire home/apt,137,1,2,0.3,116
Private Triplex House & Garden ❤️Heart Of The City,Taha,Beyoglu,41.03016,28.98471,Entire home/apt,923,2,21,4.7,79
"Smoll, sweet room, front Side, 3 floor",Huseyin Asim,Fatih,41.00735,28.95583,Entire home/apt,185,4,6,0.95,360
1+1 LÜKS STANDART DAİRELER,Hasan,Atasehir,40.98261,29.10222,Entire home/apt,232,1,11,1.93,364
Cheap and good location studio for 2-3 people,Volkan,Beyoglu,41.0353,28.97406,Entire home/apt,163,1,19,3.58,156
Umraniye Apartment (Unisex),Benjovi,Umraniye,41.01143,29.11613,Private room,74,1,3,0.58,365
Pembe Oda Ayrıcalığını Bizimle Yaşayın.1+1 Daire,Hasan,Atasehir,40.98131,29.10125,Entire home/apt,232,1,2,0.47,365
Pool View Residence Mini Apartment,Tuğba,Esenyurt,41.01575,28.64411,Entire home/apt,148,5,7,1.31,327
"Silent house in the safest neighbourhood, Erenköy",Burcu,Kadikoy,40.97305,29.08452,Entire home/apt,269,3,4,0.78,180
ONE BEDROOM SUITE IN TAKSIM,Property Management,Sisli,41.0417,28.98262,Entire home/apt,295,1,2,0.33,359
Beşiktaş Mobilyalı Daire,Helin,Besiktas,41.04322,29.00605,Private room,100,2,2,0.29,363
Studio Apartment in the center of Kadıköy,Mehmet,Kadikoy,40.98956,29.02841,Entire home/apt,121,2,9,1.53,160
Cosy house at üsküdar center,Mımar,Uskudar,41.02299,29.01871,Entire home/apt,69,1,4,0.78,248
Luxury New 2+1 ideal for Big families,Ozan,Kagithane,41.09927,28.99867,Entire home/apt,269,2,2,0.33,364
"Üsküdar Daire. 
Karlıdere caddesi Hakan Sokak",Ahmet,Uskudar,41.01218,29.08102,Private room,53,1,2,0.42,365
Blue Room,Akın,Besiktas,41.04815,29.00178,Private room,90,7,8,1.22,66
Kadıköy Boğa'da geniş ferah oda,Recep,Kadikoy,40.99007,29.03194,Private room,69,1,8,1.19,365
CHIC 1 BR APARTMENT IN SULTANAHMET OLD CITY #1,Süleyman & Taner,Fatih,41.00635,28.98018,Entire home/apt,185,1,3,0.68,365
Yildirim City Home's 2,Halil,Beyoglu,41.03556,28.98411,Entire home/apt,148,2,27,4.13,337
Terrace Apartment with Galata Tower View,Hasan,Beyoglu,41.03265,28.98248,Entire home/apt,374,2,32,5.11,316
The İstanbul Rezidance Private Room,Metin,Zeytinburnu,40.99415,28.89276,Private room,264,1,1,0.24,180
Nar Palace / Ataşehir Şerifali,Selçuk,Umraniye,40.99786,29.14652,Private room,132,1,4,0.63,179
GREAT LOCATION KADIKOY BOGA NEW APARTMENT,Ekin,Kadikoy,40.99082,29.03261,Entire home/apt,190,1,21,3.12,333
Veta Suite 1+1,Tanju,Besiktas,41.04324,29.00445,Entire home/apt,179,1,6,1.15,363
Suite Apartment in the Heart of the City,Hasan,Beyoglu,41.03107,28.98216,Entire home/apt,221,2,35,5.25,305
Sunny Double Room & Balcony in Cozy Dublex Flat,Baris,Sisli,41.0564,28.98514,Private room,111,1,4,0.85,365
Peaceful Flat in the Center of Kadıköy,Aycanur,Kadikoy,40.99595,29.0287,Private room,137,2,2,0.31,177
Tuzla Havuzlu Villa,Başak,Tuzla,40.82266,29.28309,Entire home/apt,422,3,2,0.33,88
Le Chic Apart Nişantaşı - Luxury Loft Apartment,Sevda,Sisli,41.0529,28.9919,Entire home/apt,596,1,7,1.12,212
Cosy and bright room in Cihangir/Taksim,Canberk,Beyoglu,41.03206,28.98776,Private room,53,1,18,3.21,322
AMAZING GALATA TOWER VIEW MIDDLE OF ISTANBUL.,Ömer&Özra,Beyoglu,41.02711,28.97453,Entire home/apt,569,3,7,1.64,163
Your flat at İstanbul,Şahin,Sisli,41.05198,28.98477,Private room,127,2,6,1.01,365
10 minutes  to Ataturk Airport & near to centers,Ilyas,Bakirkoy,40.98519,28.87298,Private room,58,1,10,1.63,10
Deluxe  large flat in Osmanbey,Tijen,Sisli,41.04973,28.98717,Entire home/apt,427,2,3,0.48,365
A Sweet Turkish Family Home for only Girl Guests,Kerem,Maltepe,40.94019,29.11373,Private room,90,3,2,0.31,364
Cosy Flat near Bagdat Street,Muge,Kadikoy,40.96023,29.08846,Entire home/apt,200,2,3,0.55,179
Cozy place in the center of Istanbul,Esin,Sisli,41.0605,28.99019,Private room,100,1,2,0.45,364
TOWN HOUSE WITH A GARDEN IN THE HEART OF THE CITY,Mithat,Sisli,41.05682,28.98558,Entire home/apt,580,1,10,1.6,250
"Room in the city center,15 min from Beyazıt&Taksim",Leyla,Fatih,41.00164,28.93211,Private room,90,1,23,3.52,232
Welcome to your house in Istanbul,Selçuk,Umraniye,40.99697,29.14673,Private room,132,1,2,0.32,179
Cozy Flat in Besiktas with amazing location !,Yigit,Besiktas,41.04301,29.00281,Entire home/apt,153,2,14,2.11,357
"Central family home, near Cevahir(6)Şişli",Bahar,Sisli,41.06339,28.98582,Entire home/apt,211,2,1,0.17,363
Nar Palace / Ataşehir Şerifali/ 3 Kişilik Oda,Selçuk,Umraniye,40.99689,29.14665,Private room,142,1,1,0.18,174
"Macka Nice Room, Good Location",Turgut,Besiktas,41.04288,28.99793,Private room,100,1,1,0.31,179
Immeuble avec plusieurs appartements à,Enis,Bagcilar,41.05455,28.8193,Entire home/apt,527,1,1,0.22,364
Historical Genoese Apt. with Galata Tower view!,Esra,Beyoglu,41.02688,28.97304,Entire home/apt,548,1,7,1.34,88
Luxury Design House with an Amazing Sea View,Asil,Kadikoy,40.97235,29.03952,Entire home/apt,279,3,13,2.64,122
Havaalanina ve Aydın Ünvrstsine yakın özel oda,Serap,Bakirkoy,40.99536,28.79703,Private room,79,1,10,1.71,179
Cosy and artsy apartment in the heart of Taksim,Mert,Beyoglu,41.03491,28.98653,Private room,121,1,4,0.62,179
Two-bedroom apartment in the heart of Galata,Graham,Beyoglu,41.02473,28.9764,Entire home/apt,448,2,5,0.78,271
Nar Palace / Ataşehir/ Ümraniye/ Şerifali,Selçuk,Umraniye,40.99753,29.14547,Private room,148,1,2,0.31,179
"Clean, cozy, 4min walk to metro, perfect location",Yusuf,Sisli,41.05433,28.98387,Private room,74,5,5,0.81,77
Cosy flat in Kadikoy & near transportation,Ayse,Kadikoy,40.98874,29.0385,Entire home/apt,142,1,4,0.65,0
Acıbadem korusu yanı ( Acıbadem next to Wood),Hakan,Uskudar,41.01024,29.04637,Entire home/apt,163,3,11,1.69,20
Cosy Room Close To The Istiklal St. and Taksim,Ahmet,Beyoglu,41.03665,28.97314,Private room,100,2,9,1.41,355
Client and quiet apartmnt in MODA/CAFERAGA/KADIKOY,Cansin Neslihan,Kadikoy,40.98496,29.03047,Entire home/apt,127,1,5,0.96,0
Maltepe Daire,Mustafa,Maltepe,40.95415,29.11077,Private room,79,1,1,0.2,179
Beşiktaş merkezde 2 kişi rahatça kalabilir stüdyo,Merve,Besiktas,41.04503,29.0094,Entire home/apt,142,2,1,0.15,0
Central Cosy Place in Beşiktaş Valideçeşme,Firat,Besiktas,41.04473,28.99747,Private room,221,2,8,1.34,151
It’s very good location to go anywhere.,Ayşegül,Kadikoy,40.98675,29.0807,Private room,132,1,7,1.09,364
The luxury apartment in Ortaköy,Aziz,Besiktas,41.05328,29.02455,Entire home/apt,264,1,1,0.64,164
Private Room with Bosphorus View,Cansu,Besiktas,41.0445,29.01041,Private room,132,1,1,0.42,363
LEGNOCASA,Abdulmutalip,Fatih,41.00331,28.96373,Private room,127,1,2,0.31,90
Studyo in the ground floor! In the hippest Street!,Sevgi,Beyoglu,41.03003,28.97917,Entire home/apt,153,7,3,0.5,296
Deluxe Queen Room near Galata Tower,Arzu,Beyoglu,41.02788,28.97363,Private room,295,1,27,4.76,359
A large 3 room flat with a nice Bosphorus view,Ergem,Uskudar,41.01757,29.01177,Entire home/apt,211,30,1,0.19,90
"◊ Hip, airy bedroom | Meet your favorite hosts!",Tulay,Kadikoy,40.97934,29.09432,Private room,74,1,1,0.18,363
Kadıköy Home with a Garden View and Good Location,Seher,Kadikoy,40.99764,29.03289,Entire home/apt,211,2,2,0.34,0
My pretty home :),Merve,Kucukcekmece,41.02552,28.79272,Shared room,79,1,4,0.65,89
SultanAhmet Pashas Singel Apartment N0:4,Barbaros,Fatih,41.00375,28.96746,Entire home/apt,290,2,13,1.98,347
Central Apartment with 3rooms,Setareh,Beyoglu,41.03452,28.98948,Entire home/apt,633,6,1,0.19,90
Enjoy Istanbul from Kinaliada! Clean and comfy.,Dilara,Adalar,40.90881,29.05278,Entire home/apt,200,2,1,0.17,0
Suit Apartman( Taksim Square),Merve,Beyoglu,41.03585,28.98515,Entire home/apt,1487,1,2,0.32,13
Cozy Central Studio w Kitchenette in Galata,Özgür,Beyoglu,41.02609,28.97674,Entire home/apt,179,3,17,2.79,61
Kozapark,Ezgi,Esenyurt,41.05846,28.66507,Entire home/apt,401,1,1,0.18,89
Cozy flat in Taksim,Akın,Beyoglu,41.03872,28.98411,Entire home/apt,158,3,5,0.92,326
Beşiktaş Central Fresh Villa Fully New Furnished,Resul,Besiktas,41.04464,29.00536,Entire home/apt,406,1,1,0.15,365
TWO BEDROOM APT. WITH SEA VIEW AND TERRACE,Enes,Beyoglu,41.0308,28.98178,Entire home/apt,1487,2,8,1.52,344
SultanAhmet Pashas Petite Studio Apartment NO:3,Barbaros,Fatih,41.00381,28.96431,Entire home/apt,290,2,6,1.12,355
İstanbul Birden fazla bölümden oluşan bina,Elif,Eyup,41.08118,28.93871,Private room,95,1,1,0.16,363
Large Şişli Apartment with All Facilities,Mert,Sisli,41.06057,28.98784,Entire home/apt,559,2,2,0.35,365
Beyoğlu / Unique Goldenhorn View,Asaf Burak,Beyoglu,41.03745,28.96134,Private room,53,2,8,1.26,316
Apartment at the heart of Moda,Sinan,Kadikoy,40.9839,29.02439,Entire home/apt,158,7,1,0.86,298
Superior Apartment - 3 people,Serkan,Sisli,41.05617,28.98239,Entire home/apt,511,2,1,0.19,365
"Clean, New Apartment with Good Location",Serkan,Sisli,41.05495,28.98399,Entire home/apt,511,2,2,0.41,365
very located sweet place,Oğuz,Fatih,41.01594,28.93082,Private room,53,1,1,0.17,365
Beşiktaş Mobilyalı Daire,Helin,Besiktas,41.04335,29.00606,Private room,79,2,2,0.34,0
Central Location & intimate home,Gökhan,Fatih,41.00614,28.92483,Shared room,58,1,1,0.25,102
Comfortable home at center of Beyoğlu/Taksim/ Pera,Sercan,Beyoglu,41.03495,28.97466,Entire home/apt,179,30,1,0.81,260
Cozy flat in Cihangir,Ipek,Beyoglu,41.03003,28.98271,Entire home/apt,548,1,1,0.16,90
"Private Room in Galatasaray, the heart of the city",Ozgur,Beyoglu,41.0305,28.97785,Private room,132,5,4,0.86,12
Cozy Central Smart Flat Close to Metrobus,Cem,Uskudar,41.01196,29.05206,Entire home/apt,221,1,6,1.19,67
Unique Suite Otel ( 2 persons room ),Hasan,Beyoglu,41.04071,28.98294,Private room,327,1,4,0.69,26
{Berry} Paradise Purple Concept - Sea View Terrace,Güner - Berivan - Erdal,Beyoglu,41.03538,28.97339,Entire home/apt,295,2,17,3.62,345
Shared apartment for rent near metrobüs in kadıköy,Gizem,Kadikoy,40.99546,29.03969,Private room,90,1,1,0.16,364
"Free wi-fi topkapi Nef
Lux residance swimingpool",Halil Ibrahim,Zeytinburnu,41.02411,28.90126,Entire home/apt,269,7,5,1.09,338
Modern garden floor condo dining & shopping center,Maya,Esenyurt,41.05797,28.67167,Entire home/apt,369,1,5,0.8,364
ÜSKÜDAR Merkezde minik samimi bir oda,Ceyda,Uskudar,41.02145,29.02276,Shared room,90,1,1,0.16,89
Deluxe Apartment - 5 people,Serkan,Sisli,41.05589,28.98167,Entire home/apt,1044,2,1,0.16,365
"Amazing Istanbul Bosphorus View, Perfect Location",Aysu,Besiktas,41.04875,29.02117,Private room,316,1,6,0.97,169
"Cozy, Safe & Close To Transportation",Ahmad,Esenyurt,41.03204,28.68168,Entire home/apt,90,1,1,0.18,358
★ Charming Room ★ Stylish House ★ Galata ★,Özgür,Beyoglu,41.02879,28.97335,Private room,295,2,19,3.29,169
Private room in Acıbadem/Kadıköy,Aslı,Kadikoy,41.00101,29.03908,Private room,105,30,1,0.32,0
Best location & price for private room in Moda,Yiğit,Kadikoy,40.98529,29.02933,Private room,90,1,12,2.02,0
Central apartment next to Galata Tower,Semih,Beyoglu,41.02504,28.97344,Entire home/apt,58,2,9,1.5,318
Sunny Room with balcony. Free big space for yoga:),Süheyl,Kadikoy,40.98444,29.02515,Private room,63,3,6,0.93,335
Yıldırım Life Residence,Oğuzhan,Sisli,41.07599,28.99748,Entire home/apt,221,2,1,0.16,179
"Welcome to my home near Osmanbey, Taksim",Fazil,Sisli,41.04788,28.97859,Private room,53,1,3,0.47,0
Comfortable And Different Room in Üsküdar,Muhammed Ali,Uskudar,41.02683,29.03677,Private room,74,1,1,0.16,0
2+1 dubleks daire 3. Kat asansörlü sıfır bina,Rızaa,Beyoglu,41.03516,28.97146,Private room,100,2,1,0.17,11
Campus Residence,Gökçe,Beyoglu,41.04475,28.95151,Private room,79,2,1,0.16,83
merterde,Cengizhan Arda,Gungoren,41.00826,28.89529,Entire home/apt,269,1,1,0.16,90
"Central, Modern , Usefull Flat",Beliz,Besiktas,41.04919,29.0221,Entire home/apt,153,2,25,3.91,332
Cozy Double Room E-22,Ayhan,Beyoglu,41.03633,28.98276,Private room,105,3,4,0.67,95
Modern and cute flat in the heart of Kadikoy,Beyna,Kadikoy,40.99759,29.02973,Entire home/apt,206,2,9,1.49,74
Tuzla da lüks eşyalı sıcak yuva,Serap,Tuzla,40.82446,29.31618,Entire home/apt,348,7,3,0.54,365
Ağva'da ki eviniz SAFİR BUTİK OTEL,Semih,Sile,41.13708,29.84718,Private room,153,1,2,0.33,365
İstanbul'da Merkezi Konumda Çatı Suit,Zeyno,Bagcilar,41.0369,28.86188,Private room,248,1,1,0.53,179
Bebek Bright 3bed/2bath Home w/ Balcony!,Nicholas,Besiktas,41.08092,29.04441,Entire home/apt,316,3,6,1.06,261
Moon Suit Otel,Murat,Bahcelievler,40.99384,28.84666,Private room,148,7,1,0.23,364
Great Building Compleks and Relax Location,Yalçın,Tuzla,40.86108,29.30343,Shared room,105,1,1,0.19,365
"GALATA, Best View & Price",Alp Doğu,Beyoglu,41.02406,28.97539,Entire home/apt,295,3,18,3.0,321
Cihangir great location rent,Mert,Beyoglu,41.03295,28.98324,Private room,100,2,5,0.77,178
"Villa Riva by the black sea , Istanbul.",Rabia,Beykoz,41.22815,29.24907,Entire home/apt,1202,1,1,0.19,364
"My small and sweet apartment , elite district",Sinem,Sariyer,41.10909,29.05488,Entire home/apt,221,1,2,0.32,179
Home Sweet Home In Beyoglu / Beyoğlu'nda 2. Eviniz,Ahmet,Beyoglu,41.03538,28.97165,Entire home/apt,274,2,2,0.38,307
A charming room inthe historical district of Balat,Tuğba,Fatih,41.03008,28.94883,Private room,127,1,15,2.34,364
